Ticker,Name,Sector,Weight (%),Market Value,Price
MYE,MYERS INDUSTRIES INC,Materials,0.02,"18,046,813.52",19.12
NX,QUANEX BUILDING PRODUCTS CORP,Industrials,0.02,"17,999,798.23",15.49
GDOT,GREEN DOT CORP CLASS A,Financials,0.02,"17,989,050.31",13.09
SG,SWEETGREEN INC CLASS A,Consumer Discretionary,0.02,"17,982,390.60",6.78
GHM,GRAHAM CORP,Industrials,0.02,"17,970,904.00",68.00
NAT,NORDIC AMERICAN TANKERS LTD,Energy,0.02,"17,955,355.80",3.48
ERII,ENERGY RECOVERY INC,Industrials,0.02,"17,919,106.80",13.80
INDI,INDIE SEMICONDUCTOR INC CLASS A,Information Technology,0.02,"17,913,182.43",3.63
EQBK,EQUITY BANCSHARES INC CLASS A,Financials,0.02,"17,870,956.95",45.15
RYI,RYERSON HOLDING CORP,Materials,0.02,"17,839,115.46",25.82
RUM,RUMBLE INC CLASS A,Communication,0.02,"17,823,516.48",6.57
PRAA,PRA GROUP INC,Financials,0.02,"17,769,275.37",17.71
KE,KIMBALL ELECTRONICS INC,Information Technology,0.02,"17,742,238.80",28.60
CNXN,PC CONNECTION INC,Information Technology,0.02,"17,692,848.67",58.87
IBCP,INDEPENDENT BANK CORP,Financials,0.02,"17,690,562.75",33.25
SPRY,ARS PHARMACEUTICALS INC,Health Care,0.02,"17,607,846.72",11.72
EMBC,EMBECTA CORP,Health Care,0.02,"17,557,401.68",11.86
CARS,CARS.COM INC,Communication,0.02,"17,462,621.10",12.57
MCHB,MECHANICS BANCORP CLASS A,Financials,0.02,"17,445,008.15",14.45
PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,0.02,"17,449,043.22",17.22
AIOT,POWERFLEET INC,Information Technology,0.02,"17,441,981.14",5.47
GRDN,GUARDIAN PHARMACY SERVICES INC CLA,Health Care,0.02,"17,428,635.46",30.98
SION,SIONNA THERAPEUTICS INC,Health Care,0.02,"17,301,276.21",42.81
SANA,SANA BIOTECHNOLOGY INC,Health Care,0.02,"17,257,110.28",4.12
MMI,MARCUS & MILLICHAP INC,Real Estate,0.02,"17,249,513.76",27.54
REPL,REPLIMUNE GROUP INC,Health Care,0.02,"17,165,234.08",9.76
RGNX,REGENXBIO INC,Health Care,0.02,"17,139,236.40",14.30
CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,0.02,"17,134,167.40",19.55
MRTN,MARTEN TRANSPORT LTD,Industrials,0.02,"17,114,219.54",11.63
AQST,AQUESTIVE THERAPEUTICS INC,Health Care,0.02,"17,014,165.47",6.47
CMPX,COMPASS THERAPEUTICS,Health Care,0.02,"16,993,418.95",5.15
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials,0.02,"16,947,711.20",35.72
EE,EXCELERATE ENERGY INC CLASS A,Energy,0.02,"16,934,743.14",28.06
SLDP,SOLID POWER INC CLASS A,Consumer Discretionary,0.02,"16,938,478.34",4.37
NTGR,NETGEAR INC,Information Technology,0.02,"16,884,354.56",24.32
APEI,AMERICAN PUBLIC EDUCATION INC,Consumer Discretionary,0.02,"16,824,672.54",37.57
MATV,MATIV HOLDINGS INC,Materials,0.02,"16,808,592.24",12.24
NXRT,NEXPOINT RESIDENTIAL TRUST INC,Real Estate,0.02,"16,795,184.54",29.27
TYRA,TYRA BIOSCIENCES INC,Health Care,0.02,"16,777,904.04",25.47
RDVT,RED VIOLET INC,Information Technology,0.02,"16,765,565.19",57.53
UAMY,UNITED STATES ANTIMONY CORP,Materials,0.02,"16,734,153.15",5.61
TR,TOOTSIE ROLL INDUSTRIES INC,Consumer Staples,0.02,"16,721,321.79",37.09
SOC,SABLE OFFSHORE CORP CLASS A,Energy,0.02,"16,693,689.33",8.73
GPRE,GREEN PLAINS INC,Energy,0.02,"16,698,340.55",9.85
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Health Care,0.02,"16,608,880.99",29.27
ADTN,ADTRAN HOLDINGS INC,Information Technology,0.02,"16,518,395.88",8.68
BTBT,BIT DIGITAL INC,Information Technology,0.02,"16,501,702.02",2.01
MTUS,METALLUS INC,Materials,0.02,"16,422,166.80",17.55
WSR,WHITESTONE REIT,Real Estate,0.02,"16,417,303.90",13.90
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Financials,0.02,"16,386,207.00",8.35
ICHR,ICHOR HOLDINGS LTD,Information Technology,0.02,"16,389,590.00",19.00
DJCO,DAILY JOURNAL CORP,Information Technology,0.02,"16,354,774.56",507.66
ZGN,ERMENEGILDO ZEGNA NV,Consumer Discretionary,0.02,"16,353,672.98",10.39
EBS,EMERGENT BIOSOLUTIONS INC,Health Care,0.02,"16,342,368.12",12.22
GOLD,GOLD INC,Consumer Discretionary,0.02,"16,301,707.86",33.42
MOFG,MIDWESTONE FINANCIAL GROUP INC,Financials,0.02,"16,195,722.24",38.98
NUTX,NUTEX HEALTH INC,Health Care,0.02,"16,142,825.20",183.88
LXEO,LEXEO THERAPEUTICS INC,Health Care,0.02,"16,127,371.26",10.27
SCHL,SCHOLASTIC CORP,Communication,0.02,"16,112,665.18",30.82
CCBG,CAPITAL CITY BANK INC,Financials,0.02,"16,029,996.48",42.72
TRTX,TPG RE FINANCE TRUST INC,Financials,0.02,"15,936,330.30",8.69
IIIV,I3 VERTICALS INC CLASS A,Information Technology,0.02,"15,877,599.30",26.30
GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,0.02,"15,837,525.34",9.17
ELVN,ENLIVEN THERAPEUTICS INC,Health Care,0.02,"15,811,093.22",15.94
HTZ,HERTZ GLOBAL HLDGS INC,Industrials,0.02,"15,800,785.44",5.28
ADAM,ADAMAS INC TRUST,Financials,0.02,"15,779,701.90",7.30
GOSS,GOSSAMER BIO INC,Health Care,0.02,"15,747,537.75",3.21
FISI,FINANCIAL INSTITUTIONS INC,Financials,0.02,"15,720,494.40",31.60
SERV,SERVE ROBOTICS INC,Consumer Discretionary,0.02,"15,703,671.42",9.81
TDUP,THREDUP INC CLASS A,Consumer Discretionary,0.02,"15,685,803.21",6.27
MPB,MID PENN BANCORP INC,Financials,0.02,"15,668,158.44",31.51
SEMR,SEMRUSH HOLDINGS INC CLASS A,Information Technology,0.02,"15,558,220.78",11.86
IDR,IDAHO STRATEGIC RESOURCES INC,Materials,0.02,"15,528,746.04",43.08
RBCAA,REPUBLIC BANCORP INC CLASS A,Financials,0.02,"15,513,271.20",69.93
SXC,SUNCOKE ENERGY INC,Materials,0.02,"15,511,588.95",7.15
AVBP,ARRIVENT BIOPHARMA INC,Health Care,0.02,"15,500,348.55",21.15
MNRO,MONRO INC,Consumer Discretionary,0.02,"15,504,299.58",20.37
CABO,CABLE ONE INC,Communication,0.02,"15,477,353.76",117.92
TREE,LENDINGTREE INC,Financials,0.02,"15,474,509.58",54.07
SEPN,SEPTERNA INC,Health Care,0.02,"15,440,309.28",28.38
BKSY,BLACKSKY TECHNOLOGY INC CLASS A,Industrials,0.02,"15,422,034.96",19.17
BLND,BLEND LABS INC CLASS A,Information Technology,0.02,"15,404,190.72",3.04
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,0.02,"15,380,403.20",59.90
FSBC,FIVE STAR BANCORP,Financials,0.02,"15,372,209.16",36.19
EGBN,EAGLE BANCORP INC,Financials,0.02,"15,363,534.64",21.22
ERAS,ERASCA INC,Health Care,0.02,"15,334,754.60",3.46
KROS,KEROS THERAPEUTICS INC,Health Care,0.02,"15,327,388.58",20.63
SFIX,STITCH FIX INC CLASS A,Consumer Discretionary,0.02,"15,328,597.68",5.36
ARHS,ARHAUS INC CLASS A,Consumer Discretionary,0.02,"15,313,211.36",11.72
AMN,AMN HEALTHCARE INC,Health Care,0.02,"15,297,087.90",15.90
CTLP,CANTALOUPE INC,Financials,0.02,"15,281,074.88",10.58
AHL,ASPEN INSURANCE HOLDINGS LTD CLASS,Financials,0.02,"15,278,962.96",37.04
HNRG,HALLADOR ENERGY,Utilities,0.02,"15,260,704.80",19.29
NRIM,NORTHRIM BANCORP INC,Financials,0.02,"15,241,662.00",27.00
IIIN,INSTEEL INDUSTRIES INC,Industrials,0.02,"15,227,895.20",32.20
CTKB,CYTEK BIOSCIENCES INC,Health Care,0.02,"15,220,215.20",5.05
NAVN,NAVAN INC CLASS A,Consumer Discretionary,0.02,"15,198,067.50",16.50
BKV,BKV CORP,Energy,0.02,"15,198,198.72",27.48
SBGI,SINCLAIR INC CLASS A,Communication,0.02,"15,184,462.92",15.18
CSV,CARRIAGE SERVICES INC,Consumer Discretionary,0.02,"15,178,902.76",42.98
OFIX,ORTHOFIX MEDICAL INC,Health Care,0.02,"15,143,557.68",15.48
NRDS,NERDWALLET INC CLASS A,Financials,0.02,"15,124,061.50",13.85
SPT,SPROUT SOCIAL INC CLASS A,Information Technology,0.02,"15,104,411.72",11.26
GNK,GENCO SHIPPING AND TRADING LTD,Industrials,0.02,"15,104,707.02",18.77
IBRX,IMMUNITYBIO INC,Health Care,0.02,"15,096,361.08",2.04
ALMS,ALUMIS INC,Health Care,0.02,"15,090,468.80",10.45
JANX,JANUX THERAPEUTICS INC,Health Care,0.02,"15,078,748.65",14.07
NWPX,NWPX INFRASTRUCTURE INC,Industrials,0.02,"15,060,375.68",63.16
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary,0.02,"15,024,802.86",11.61
CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary,0.02,"14,893,011.00",9.80
AMBP,ARDAGH METAL PACKAGING SA,Materials,0.02,"14,830,047.12",4.12
GCMG,GCM GROSVENOR INC CLASS A,Financials,0.02,"14,826,247.20",11.40
AEHR,AEHR TEST SYSTEMS,Information Technology,0.02,"14,787,753.04",20.36
AVAH,AVEANNA HEALTHCARE HOLDINGS INC,Health Care,0.02,"14,714,327.32",8.36
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,0.02,"14,674,692.20",11.53
KFRC,KFORCE INC,Industrials,0.02,"14,599,764.80",31.88
KALV,KALVISTA PHARMACEUTICALS INC,Health Care,0.02,"14,561,349.26",15.17
SHBI,SHORE BANCSHARES INC,Financials,0.02,"14,535,827.46",17.82
MCW,MISTER CAR WASH INC,Consumer Discretionary,0.02,"14,516,737.20",5.70
PX,P10 INC CLASS A,Financials,0.02,"14,485,062.74",10.09
MYGN,MYRIAD GENETICS INC,Health Care,0.02,"14,476,837.39",6.31
STGW,STAGWELL INC CLASS A,Communication,0.02,"14,471,618.76",4.99
CBLL,CERIBELL INC,Health Care,0.02,"14,454,271.11",21.39
NB,NIOCORP DEVELOPMENTS LTD,Materials,0.02,"14,407,194.48",5.37
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,0.02,"14,350,534.19",25.33
APPS,DIGITAL TURBINE INC,Information Technology,0.02,"14,295,976.08",5.16
BZH,BEAZER HOMES INC,Consumer Discretionary,0.02,"14,266,451.43",20.09
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate,0.02,"14,237,571.03",6.69
UDMY,UDEMY INC,Consumer Discretionary,0.02,"14,242,747.58",5.86
CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,0.02,"14,221,052.22",32.86
GSM,FERROGLOBE PLC,Materials,0.02,"14,196,220.50",4.62
CTO,CTO REALTY GROWTH INC,Real Estate,0.02,"14,176,635.20",18.20
CASS,CASS INFORMATION SYSTEMS INC,Financials,0.02,"14,154,219.25",42.01
SMBK,SMARTFINANCIAL INC,Financials,0.02,"14,159,041.60",37.40
NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials,0.02,"14,127,079.26",107.94
HTFL,HEARTFLOW INC,Health Care,0.02,"14,129,824.87",30.31
WASH,WASHINGTON TRUST BANCORP INC,Financials,0.02,"14,058,870.20",30.04
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,0.02,"14,062,519.66",71.26
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Real Estate,0.02,"14,050,967.56",10.36
PKST,PEAKSTONE REALTY TRUST CLASS E,Real Estate,0.02,"14,032,586.37",14.47
SKYT,SKYWATER TECHNOLOGY INC,Information Technology,0.02,"14,003,188.48",18.44
MCBS,METROCITY BANKSHARES INC,Financials,0.02,"13,998,364.69",26.83
HIPO,HIPPO HOLDINGS INC,Financials,0.02,"13,998,537.64",30.76
MVST,MICROVAST HOLDINGS INC,Industrials,0.02,"13,965,827.62",2.78
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Discretionary,0.02,"13,959,214.08",14.28
FLGT,FULGENT GENETICS INC,Health Care,0.02,"13,959,387.40",26.60
CWCO,CONSOLIDATED WATER LTD,Utilities,0.02,"13,918,736.26",35.86
HSTM,HEALTHSTREAM INC,Health Care,0.02,"13,852,935.90",23.22
FWRD,FORWARD AIR CORP,Industrials,0.02,"13,834,451.70",25.53
INN,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate,0.02,"13,806,973.68",4.89
CGEM,CULLINAN THERAPEUTICS INC,Health Care,0.02,"13,777,400.52",10.14
VTS,VITESSE ENERGY INC,Energy,0.02,"13,711,532.34",19.14
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,0.02,"13,713,723.54",33.66
NABL,N ABLE INC,Information Technology,0.02,"13,715,267.33",7.43
GSBC,GREAT SOUTHERN BANCORP INC,Financials,0.02,"13,703,391.35",62.15
AROW,ARROW FINANCIAL CORP,Financials,0.02,"13,705,447.86",31.59
SLDE,SLIDE INSURANCE HOLDINGS INC,Financials,0.02,"13,690,144.02",19.74
ORIC,ORIC PHARMACEUTICALS INC,Health Care,0.02,"13,680,917.25",8.25
FFIC,FLUSHING FINANCIAL CORP,Financials,0.02,"13,663,891.77",16.89
ATXS,ASTRIA THERAPEUTICS INC,Health Care,0.02,"13,606,466.43",12.99
TRNS,TRANSCAT INC,Industrials,0.02,"13,604,115.20",58.76
BLMN,BLOOMIN BRANDS INC,Consumer Discretionary,0.02,"13,594,089.60",6.30
SD,SANDRIDGE ENERGY INC,Energy,0.02,"13,571,619.80",14.60
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,0.02,"13,560,990.60",28.95
PSIX,POWER SOLUTIONS INTERNATIONAL INC,Industrials,0.02,"13,555,302.83",62.47
VIR,VIR BIOTECHNOLOGY INC,Health Care,0.02,"13,550,141.80",5.98
OPK,OPKO HEALTH INC,Health Care,0.02,"13,536,549.21",1.29
NVGS,NAVIGATOR HOLDINGS LTD,Energy,0.02,"13,445,540.00",17.26
PLPC,PREFORMED LINE PRODUCTS,Industrials,0.02,"13,403,822.77",209.17
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Discretionary,0.02,"13,385,174.00",27.40
BCAX,BICARA THERAPEUTICS INC,Health Care,0.02,"13,351,504.92",16.51
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,0.02,"13,340,568.23",22.99
FULC,FULCRUM THERAPEUTICS INC,Health Care,0.02,"13,315,710.32",11.99
SPFI,SOUTH PLAINS FINANCIAL INC,Financials,0.02,"13,271,330.50",39.61
ASPI,ASP ISOTOPES INC,Materials,0.02,"13,266,608.29",5.71
SENEA,SENECA FOODS CORP CLASS A,Consumer Staples,0.02,"13,209,902.16",110.76
IRWD,IRONWOOD PHARMA INC CLASS A,Health Care,0.02,"13,162,454.13",3.21
TALK,TALKSPACE INC,Health Care,0.02,"13,164,050.22",3.58
DC,DAKOTA GOLD CORP,Materials,0.02,"13,169,114.60",5.80
KOP,KOPPERS HOLDINGS INC,Materials,0.02,"13,149,550.05",27.29
BHB,BAR HARBOR BANKSHARES,Financials,0.02,"13,098,247.12",31.58
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,0.02,"13,083,952.50",39.30
RUSHB,RUSH ENTERPRISES INC CLASS B,Industrials,0.02,"13,048,819.68",57.84
TCBX,THIRD COAST BANCSHARES INC,Financials,0.02,"13,028,535.48",38.82
DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary,0.02,"13,033,957.56",17.42
IHRT,IHEARTMEDIA INC CLASS A,Communication,0.02,"13,010,395.04",4.22
RDW,REDWIRE CORP,Industrials,0.02,"12,942,874.00",7.00
KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,Health Care,0.02,"12,906,667.62",26.43
FMNB,FARMERS NATIONAL BANC CORP,Financials,0.02,"12,861,601.06",13.51
ANGO,ANGIODYNAMICS INC,Health Care,0.02,"12,863,140.29",12.87
CMCO,COLUMBUS MCKINNON CORP,Industrials,0.02,"12,858,441.33",17.67
FRGE,FORGE GLOBAL HOLDINGS INC,Financials,0.02,"12,818,369.19",44.67
FIP,FTAI INFRASTRUCTURE INC,Industrials,0.02,"12,794,180.20",4.70
TROX,TRONOX HOLDINGS PLC,Materials,0.02,"12,773,889.59",4.19
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology,0.02,"12,777,813.56",20.11
MAMA,MAMAS CREATIONS INC,Consumer Staples,0.02,"12,753,850.24",13.66
ANNX,ANNEXON INC,Health Care,0.02,"12,738,405.00",5.00
TK,TEEKAY CORPORATION CORP LTD,Energy,0.02,"12,717,090.72",9.18
BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,0.02,"12,718,074.60",2.92
LYTS,LSI INDUSTRIES INC,Industrials,0.02,"12,683,309.04",18.68
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary,0.02,"12,688,506.88",32.48
ALRS,ALERUS FINANCIAL CORP,Financials,0.02,"12,680,568.60",21.70
SABR,SABRE CORP,Consumer Discretionary,0.02,"12,632,071.50",1.35
AVO,MISSION PRODUCE INC,Consumer Staples,0.02,"12,626,308.26",11.59
CEVA,CEVA INC,Information Technology,0.02,"12,596,879.79",21.51
AVNS,AVANOS MEDICAL INC,Health Care,0.02,"12,578,133.75",11.31
VREX,VAREX IMAGING CORP,Health Care,0.02,"12,526,248.24",11.88
BOW,BOWHEAD SPECIALTY HOLDINGS INC,Financials,0.02,"12,523,302.26",28.66
RES,RPC INC,Energy,0.02,"12,507,316.66",5.42
BXC,BLUELINX HOLDINGS INC,Industrials,0.02,"12,473,051.50",62.14
ACNB,ACNB CORP,Financials,0.02,"12,433,819.55",49.15
HELE,HELEN OF TROY LTD,Consumer Discretionary,0.02,"12,426,254.20",21.10
FSUN,FIRSTSUN CAPITAL BANCORP,Financials,0.02,"12,424,556.00",38.00
FOR,FORESTAR GROUP INC,Real Estate,0.02,"12,416,229.65",24.65
HCKT,HACKETT GROUP INC,Information Technology,0.02,"12,417,757.80",19.95
AEVA,AEVA TECHNOLOGIES INC,Information Technology,0.02,"12,363,231.00",12.90
ZVRA,ZEVRA THERAPEUTICS INC,Health Care,0.02,"12,344,957.10",8.82
MH,MCGRAW HILL INC,Consumer Discretionary,0.02,"12,339,475.04",16.78
MAGN,MAGNERA CORP,Materials,0.02,"12,304,309.50",15.03
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,0.02,"12,292,014.40",8.48
RR,RICHTECH ROBOTICS INC CLASS B,Industrials,0.02,"12,278,912.45",3.17
ODC,OIL DRI CORPORATION OF AMERICA,Consumer Staples,0.02,"12,272,176.32",48.82
FLY,FIREFLY AEROSPACE INC,Industrials,0.02,"12,253,025.60",23.60
AIP,ARTERIS INC,Information Technology,0.02,"12,240,737.08",15.77
ALX,ALEXANDERS REIT INC,Real Estate,0.02,"12,220,915.32",219.69
NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples,0.02,"12,221,998.95",9.73
AEBI,AEBI SCHMIDT HOLDING AG,Industrials,0.02,"12,142,982.75",13.03
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,0.02,"12,145,781.25",33.75
NXDR,NEXTDOOR HOLDINGS INC CLASS A,Communication,0.02,"12,136,323.78",2.18
BWMN,BOWMAN CONSULTING GROUP LTD,Industrials,0.02,"12,103,844.48",34.16
EVH,EVOLENT HEALTH INC CLASS A,Health Care,0.02,"12,089,348.92",4.07
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Health Care,0.02,"12,080,029.95",1.71
VPG,VISHAY PRECISION GROUP INC,Information Technology,0.02,"12,069,344.30",39.19
RZLV,REZOLVE AI PLC,Information Technology,0.02,"12,038,714.94",2.67
OSPN,ONESPAN INC,Information Technology,0.02,"12,041,440.95",12.95
HZO,MARINEMAX INC,Consumer Discretionary,0.02,"11,999,812.37",24.37
MITK,MITEK SYSTEMS INC,Information Technology,0.02,"12,002,185.95",10.49
REAX,REAL BROKERAGE INC,Real Estate,0.02,"11,996,426.57",3.59
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary,0.02,"11,960,360.64",99.36
ABSI,ABSCI CORP,Health Care,0.02,"11,901,144.15",3.45
ANGI,ANGI INC CLASS A,Communication,0.02,"11,903,708.74",12.77
EHAB,ENHABIT INC,Health Care,0.02,"11,906,644.50",9.42
CARE,CARTER BANKSHARES INC,Financials,0.02,"11,907,362.20",19.78
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,0.02,"11,885,313.50",10.55
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,0.02,"11,892,474.88",280.96
PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials,0.02,"11,779,749.28",49.66
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials,0.02,"11,770,684.63",28.37
ASIX,ADVANSIX INC,Materials,0.02,"11,726,810.30",17.18
CYRX,CRYOPORT INC,Health Care,0.02,"11,719,349.35",9.55
RGR,STURM RUGER INC,Consumer Discretionary,0.02,"11,656,114.02",32.58
FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials,0.02,"11,609,509.45",54.89
LXU,LSB INDUSTRIES INC,Materials,0.02,"11,600,472.65",8.45
BSRR,SIERRA BANCORP,Financials,0.02,"11,537,953.68",32.88
NFBK,NORTHFIELD BANCORP INC,Financials,0.02,"11,519,138.40",11.62
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,0.02,"11,494,655.76",16.24
MSBI,MIDLAND STATES BANCORP INC,Financials,0.02,"11,460,922.00",21.22
TIPT,TIPTREE INC,Financials,0.02,"11,405,296.49",18.29
GRPN,GROUPON INC,Consumer Discretionary,0.02,"11,387,502.15",17.59
GEVO,GEVO INC,Energy,0.02,"11,379,106.05",1.95
SSTK,SHUTTERSTOCK INC,Communication,0.02,"11,348,133.50",18.26
CRNC,CERENCE INC,Information Technology,0.02,"11,322,277.65",10.83
SWBI,SMITH WESSON BRANDS INC,Consumer Discretionary,0.02,"11,299,311.24",9.96
ZEUS,OLYMPIC STEEL INC,Materials,0.02,"11,289,744.15",43.95
CAL,CALERES INC,Consumer Discretionary,0.01,"11,239,455.01",13.07
OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,Communication,0.01,"11,242,010.13",1.69
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Consumer Discretionary,0.01,"11,237,531.76",15.96
WRLD,WORLD ACCEPTANCE CORP,Financials,0.01,"11,219,880.62",146.38
EU,ENCORE ENERGY CORP,Energy,0.01,"11,210,562.88",2.42
WEAV,WEAVE COMMUNICATIONS INC,Information Technology,0.01,"11,209,012.08",7.21
ENTA,ENANTA PHARMACEUTICALS INC,Health Care,0.01,"11,199,246.62",16.43
BAND,BANDWIDTH INC CLASS A,Communication,0.01,"11,158,870.65",15.45
GMRE,GLOBAL MEDICAL REIT INC,Real Estate,0.01,"11,150,099.73",33.53
GRND,GRINDR INC,Communication,0.01,"11,121,958.98",13.41
CIVB,CIVISTA BANCSHARES INC,Financials,0.01,"11,070,765.07",22.81
KODK,EASTMAN KODAK,Information Technology,0.01,"11,064,254.67",8.61
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Financials,0.01,"11,045,240.00",170.00
YORW,YORK WATER,Utilities,0.01,"11,048,291.76",32.56
GTN,GRAY MEDIA INC,Communication,0.01,"11,031,784.64",4.82
CLBK,COLUMBIA FINANCIAL INC,Financials,0.01,"11,022,039.68",15.76
IMXI,INTERNATIONAL MONEY EXPRESS INC,Financials,0.01,"10,991,431.68",15.36
EBF,ENNIS INC,Industrials,0.01,"10,969,052.44",18.44
MTW,MANITOWOC INC,Industrials,0.01,"10,933,556.10",12.30
ETON,ETON PHARMACEUTCIALS INC,Health Care,0.01,"10,925,611.20",16.80
CCSI,CONSENSUS CLOUD SOLUTIONS INC,Information Technology,0.01,"10,921,489.52",22.16
CRVS,CORVUS PHARMACEUTICALS INC,Health Care,0.01,"10,898,381.50",7.45
MAX,MEDIAALPHA INC CLASS A,Communication,0.01,"10,888,713.36",12.78
CMCL,CALEDONIA MINING PLC,Materials,0.01,"10,864,462.05",26.13
HBCP,HOME BANCORP INC,Financials,0.01,"10,861,236.70",58.91
GIC,GLOBAL INDUSTRIAL,Industrials,0.01,"10,854,640.58",29.99
COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,0.01,"10,847,738.55",29.87
SFST,SOUTHERN FIRST BANCSHARES INC,Financials,0.01,"10,791,915.08",52.12
KOS,KOSMOS ENERGY LTD,Energy,0.01,"10,663,047.04",0.88
CLMB,CLIMB GLOBAL SOLUTIONS INC,Information Technology,0.01,"10,646,479.40",104.68
KRNY,KEARNY FINANCIAL CORP,Financials,0.01,"10,622,872.47",7.51
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,0.01,"10,596,949.02",14.33
MLAB,MESA LABORATORIES INC,Health Care,0.01,"10,598,469.72",79.98
TTAM,TITAN AMERICA SA,Materials,0.01,"10,571,670.71",16.99
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,0.01,"10,560,245.16",3.21
SLS,SELLAS LIFE SCIENCES GROUP INC,Health Care,0.01,"10,552,098.00",3.35
KOPN,KOPIN CORP,Information Technology,0.01,"10,470,493.42",2.33
PRTA,PROTHENA PLC,Health Care,0.01,"10,462,516.68",9.48
AKBA,AKEBIA THERAPEUTICS INC,Health Care,0.01,"10,462,578.84",1.62
MLR,MILLER INDUSTRIES INC,Industrials,0.01,"10,430,521.92",37.44
BCAL,CALIFORNIA BANCORP,Financials,0.01,"10,389,731.04",18.72
VSTM,VERASTEM INC,Health Care,0.01,"10,365,652.80",7.76
OIS,OIL STATES INTERNATIONAL INC,Energy,0.01,"10,358,679.36",6.88
UNTY,UNITY BANCORP INC,Financials,0.01,"10,334,731.14",52.38
NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,0.01,"10,303,746.80",25.70
PSNL,PERSONALIS INC,Health Care,0.01,"10,300,070.82",7.93
HTLD,HEARTLAND EXPRESS INC,Industrials,0.01,"10,281,896.95",9.23
ULCC,FRONTIER GROUP HOLDINGS INC,Industrials,0.01,"10,277,460.21",4.71
VNDA,VANDA PHARMACEUTICALS INC,Health Care,0.01,"10,207,576.80",7.20
FPI,FARMLAND PARTNERS INC,Real Estate,0.01,"10,207,782.00",9.62
IBEX,IBEX LTD,Industrials,0.01,"10,181,927.36",38.72
NPCE,NEUROPACE INC,Health Care,0.01,"10,126,456.76",15.61
BMRC,BANK OF MARIN BANCORP,Financials,0.01,"10,046,916.00",26.40
DRUG,BRIGHT MINDS BIOSCIENCES INC,Health Care,0.01,"10,037,716.92",78.12
LAB,STANDARD BIOTOOLS INC,Health Care,0.01,"9,947,500.80",1.28
FET,FORUM ENERGY TECHNOLOGIES INC,Energy,0.01,"9,930,964.61",37.03
ATLC,ATLANTICUS HOLDINGS CORP,Financials,0.01,"9,920,411.28",69.68
ABAT,AMERICAN BATTERY TECHNOLOGY COMPAN,Materials,0.01,"9,914,212.00",3.50
CWBC,COMMUNITY WEST BANCSHARES,Financials,0.01,"9,870,165.02",22.63
ORN,ORION GROUP INC,Industrials,0.01,"9,843,157.94",10.22
FFWM,FIRST FOUNDATION INC,Financials,0.01,"9,844,953.93",6.09
